Date,Close
2023-05-23,44.04270935058594
2023-05-24,44.544921875
2023-05-25,42.93065643310547
2023-05-26,43.11001205444336
2023-05-30,42.11455535888672
2023-05-31,41.34327697753906
2023-06-01,41.95311737060547
2023-06-02,43.522552490234375
2023-06-05,43.37906265258789
2023-06-06,43.89921951293945
2023-06-07,44.885711669921875
2023-06-08,44.85881423950195
2023-06-09,44.72428894042969
2023-06-12,44.30278778076172
2023-06-13,45.19063186645508
2023-06-14,44.53556442260742
2023-06-15,45.126949310302734
2023-06-16,45.30890655517578
2023-06-20,43.91688919067383
2023-06-21,44.52647018432617
2023-06-22,43.389198303222656
2023-06-23,42.897891998291016
2023-06-26,43.4346923828125
2023-06-27,43.05255889892578
2023-06-28,43.389198303222656
2023-06-29,44.03516387939453
2023-06-30,43.98057556152344
2023-07-03,44.4263916015625
2023-07-05,44.12614822387695
2023-07-06,43.26181411743164
2023-07-07,44.444583892822266
2023-07-10,44.75392150878906
2023-07-11,46.000370025634766
2023-07-12,46.48257827758789
2023-07-13,46.50076675415039
2023-07-14,44.490074157714844
2023-07-17,44.50825881958008
2023-07-18,45.95488357543945
2023-07-19,46.05495834350586
2023-07-20,46.76461410522461
2023-07-21,47.54705810546875
2023-07-24,48.302207946777344
2023-07-25,48.584251403808594
2023-07-26,48.35679626464844
2023-07-27,47.51066207885742
2023-07-28,48.22031784057617
2023-07-31,49.13014221191406
2023-08-01,48.83900451660156
2023-08-02,45.25431823730469
2023-08-03,46.24601745605469
2023-08-04,46.218727111816406
2023-08-07,46.22782516479492
2023-08-08,46.19143295288086
2023-08-09,46.57355880737305
2023-08-10,46.18233108520508
2023-08-11,45.86389923095703
2023-08-14,45.75471878051758
2023-08-15,44.75392150878906
2023-08-16,44.144344329833984
2023-08-17,44.63564682006836
2023-08-18,45.481781005859375
2023-08-21,45.645545959472656
2023-08-22,45.25431823730469
2023-08-23,44.89039611816406
2023-08-24,44.43548583984375
2023-08-25,45.8820915222168
2023-08-28,46.00946807861328
2023-08-29,46.1550407409668
2023-08-30,46.09135055541992
2023-08-31,46.48257827758789
2023-09-01,48.14754104614258
2023-09-05,48.67523193359375
2023-09-06,48.66613006591797
2023-09-07,47.765411376953125
2023-09-08,47.91099166870117
2023-09-11,46.20052719116211
2023-09-12,46.755516052246094
2023-09-13,46.08225631713867
2023-09-14,46.7896614074707
2023-09-15,45.64128112792969
2023-09-18,45.475914001464844
2023-09-19,45.00736618041992
2023-09-20,43.98760986328125
2023-09-21,42.63710403442383
2023-09-22,42.8024787902832
2023-09-25,43.647682189941406
2023-09-26,43.133216857910156
2023-09-27,44.869564056396484
2023-09-28,44.84200668334961
2023-09-29,43.822242736816406
2023-10-02,41.93889236450195
2023-10-03,42.030765533447266
2023-10-04,39.82587432861328
2023-10-05,39.36651611328125
2023-10-06,40.14741897583008
2023-10-09,42.35231399536133
2023-10-10,42.324745178222656
2023-10-11,42.949462890625
2023-10-12,42.89434814453125
2023-10-13,44.45614242553711
2023-10-16,45.38404083251953
2023-10-17,45.87095642089844
2023-10-18,46.008758544921875
2023-10-19,45.24623489379883
2023-10-20,44.39183807373047
2023-10-23,43.831424713134766
2023-10-24,43.610939025878906
2023-10-25,43.96004104614258
2023-10-26,43.3353271484375
2023-10-27,42.96784591674805
2023-10-30,42.416622161865234
2023-10-31,42.78409957885742
2023-11-01,42.453369140625
2023-11-02,43.42719650268555
2023-11-03,43.49149703979492
2023-11-06,42.921913146972656
2023-11-07,41.608158111572266
2023-11-08,40.58839416503906
2023-11-09,40.5516471862793
2023-11-10,41.911338806152344
2023-11-13,41.72759246826172
2023-11-14,42.02157974243164
2023-11-15,41.8194580078125
2023-11-16,40.689449310302734
2023-11-17,41.67247009277344
2023-11-20,41.93889236450195
2023-11-21,41.5714111328125
2023-11-22,41.48872375488281
2023-11-24,41.66328430175781
2023-11-27,41.277427673339844
2023-11-28,41.17636489868164
2023-11-29,41.23149108886719
2023-11-30,41.314170837402344
2023-12-01,41.49791717529297
2023-12-04,41.04775619506836
2023-12-05,40.22091293334961
2023-12-06,39.734004974365234
2023-12-07,39.92693328857422
