Date,Close
2023-05-22,0.4950000047683716
2023-05-23,0.4900000095367431
2023-05-24,0.4850000143051147
2023-05-25,0.4850000143051147
2023-05-26,0.4850000143051147
2023-05-29,0.4799999892711639
2023-05-30,0.4749999940395355
2023-05-31,0.4650000035762787
2023-06-01,0.4650000035762787
2023-06-02,0.4699999988079071
2023-06-05,0.4650000035762787
2023-06-06,0.4600000083446502
2023-06-07,0.4600000083446502
2023-06-08,0.4600000083446502
2023-06-09,0.4650000035762787
2023-06-13,0.4550000131130218
2023-06-14,0.4600000083446502
2023-06-15,0.449999988079071
2023-06-16,0.4449999928474426
2023-06-19,0.4300000071525574
2023-06-20,0.4149999916553497
2023-06-21,0.4199999868869781
2023-06-22,0.4099999964237213
2023-06-23,0.4050000011920929
2023-06-26,0.4000000059604645
2023-06-27,0.395000010728836
2023-06-28,0.395000010728836
2023-06-29,0.4000000059604645
2023-06-30,0.4000000059604645
2023-07-03,0.4399999976158142
2023-07-04,0.449999988079071
2023-07-05,0.449999988079071
2023-07-06,0.4399999976158142
2023-07-07,0.4350000023841858
2023-07-10,0.4399999976158142
2023-07-11,0.4399999976158142
2023-07-12,0.4399999976158142
2023-07-13,0.4350000023841858
2023-07-14,0.4399999976158142
2023-07-17,0.4399999976158142
2023-07-18,0.4399999976158142
2023-07-19,0.4350000023841858
2023-07-20,0.4399999976158142
2023-07-21,0.4375
2023-07-24,0.4399999976158142
2023-07-25,0.4399999976158142
2023-07-26,0.4399999976158142
2023-07-27,0.4399999976158142
2023-07-28,0.4350000023841858
2023-07-31,0.4149999916553497
2023-08-01,0.4250000119209289
2023-08-02,0.4099999964237213
2023-08-03,0.4250000119209289
2023-08-04,0.4149999916553497
2023-08-07,0.4250000119209289
2023-08-08,0.4199999868869781
2023-08-09,0.4149999916553497
2023-08-10,0.4050000011920929
2023-08-11,0.4050000011920929
2023-08-14,0.4000000059604645
2023-08-15,0.4099999964237213
2023-08-16,0.4099999964237213
2023-08-17,0.4000000059604645
2023-08-18,0.4099999964237213
2023-08-21,0.4099999964237213
2023-08-22,0.4000000059604645
2023-08-23,0.4050000011920929
2023-08-24,0.4000000059604645
2023-08-25,0.4099999964237213
2023-08-28,0.4025000035762787
2023-08-29,0.4000000059604645
2023-08-30,0.4050000011920929
2023-08-31,0.4000000059604645
2023-09-01,0.4000000059604645
2023-09-04,0.4000000059604645
2023-09-05,0.4000000059604645
2023-09-06,0.4000000059604645
2023-09-07,0.4000000059604645
2023-09-08,0.4000000059604645
2023-09-11,0.4000000059604645
2023-09-12,0.3899999856948852
2023-09-13,0.3899999856948852
2023-09-14,0.3899999856948852
2023-09-15,0.3899999856948852
2023-09-18,0.3799999952316284
2023-09-19,0.375
2023-09-20,0.3600000143051147
2023-09-21,0.3600000143051147
2023-09-22,0.3600000143051147
2023-09-25,0.3449999988079071
2023-09-26,0.3799999952316284
2023-09-27,0.3650000095367431
2023-09-28,0.3650000095367431
2023-09-29,0.3799999952316284
2023-10-02,0.3700000047683716
2023-10-03,0.375
2023-10-04,0.375
2023-10-05,0.3799999952316284
2023-10-06,0.375
2023-10-09,0.375
2023-10-10,0.375
2023-10-11,0.3700000047683716
2023-10-12,0.375
2023-10-13,0.375
2023-10-16,0.3700000047683716
2023-10-17,0.375
2023-10-18,0.3799999952316284
2023-10-19,0.3799999952316284
2023-10-20,0.3849999904632568
2023-10-23,0.4050000011920929
2023-10-24,0.4099999964237213
2023-10-25,0.4149999916553497
2023-10-26,0.4050000011920929
2023-10-27,0.4050000011920929
2023-10-30,0.395000010728836
2023-10-31,0.395000010728836
2023-11-01,0.395000010728836
2023-11-02,0.4000000059604645
2023-11-03,0.395000010728836
2023-11-06,0.4099999964237213
2023-11-07,0.4099999964237213
2023-11-08,0.4099999964237213
2023-11-09,0.4099999964237213
2023-11-10,0.4099999964237213
2023-11-13,0.4099999964237213
2023-11-14,0.4099999964237213
2023-11-15,0.4350000023841858
